id,name,contact_phone,email,guardian_name,guardian_phone,skills_qualifications,disability_type,disability_subcategory,age,nationality,trainings_acquired,area_of_interest,current_status,institution_or_employer,suggested_suitability,aptitude_score_percent,aptitude_category,IQ_level
554,Reema Kumar,971526355824,reema.kumar.554@example.com,Ahmed Al Hammadi,971508000000,Bookkeeping,Autism,Autism Spectrum Disorder - Low support,49,Pakistani,,Manufacturing,Studying,Not currently enrolled or employed,Supported workplace with routine,74,Good,87
555,Reema Patel,971542790504,reema.patel.555@example.com,Anjali Patel,971523000000,Security,Autism,Autism Spectrum Disorder - Low support,36,American,Customer service,Data & Analytics,Studying,Higher Learning Dubai,Supported workplace with routine,55,Average,122
556,Kamal Cherian,971581809339,kamal.cherian.556@example.com,Khalid Al Shamsi,971523000000,"Content writing, Sales support, Warehouse assistant",Mental Health,Chronic mental health condition,20,Other,"Hospitality training, CNC basics, Soft skills & communication",Creative/Design,Working,Company B (Hospitality),Creative/artisan roles,62,Average,102
557,Liam Smith,971523009156,liam.smith.557@example.com,Ali Al Qubaisi,971560000000,"IT support, Assembly & packing, Data entry",Mental Health,Chronic mental health condition,34,Bangladeshi,Warehouse operations,Manufacturing,Vocational training,Community College Sharjah,Flexible hours roles (remote work),78,Good,105
558,Emma Jones,971561189418,emma.jones.558@example.com,Salma Al Falasi,971568000000,"Tailoring, Content writing, Web development",Visual,Low vision,26,Other,,Administration,Working,Community College Sharjah,"Tactile/vocational roles (tailoring, assembly)",67,Average,104
559,Fatima Al Mansoori,971504288605,fatima.al.mansoori.559@example.com,Ibrahim Varma,971528000000,Customer support,Physical,Limb loss / amputation,24,Indian,Advanced IT (Web dev),Logistics & Warehouse,Unemployed,Not currently enrolled or employed,Accessible admin/IT roles,100,Excellent,99
560,Mariam Al Hosani,971520627153,mariam.al.hosani.560@example.com,Hamad Al Neyadi,971546000000,"Sales support, Assembly & packing, Transcription",Intellectual,Mild intellectual disability,52,Emirati,Project-based training (3 months),Administration,Freelance,Not currently enrolled or employed,Supported employment with job coach,68,Average,112
561,Mohammed Al Hosani,971524808735,mohammed.al.hosani.561@example.com,Omar Al Hammadi,971568000000,"Kitchen assistant, Admin assistance, Data entry",Autism,Autism Spectrum Disorder - Low support,23,Emirati,,Logistics & Warehouse,Working,Company C (IT services),Supported workplace with routine,81,Good,114
562,Ibrahim Patel,971549207492,ibrahim.patel.562@example.com,Mariam Al Rumaithi,971570000000,"Admin assistance, Graphic design, Content writing",Learning,Dyslexia / learning difficulty,54,Jordanian,"Customer service, Life skills & mobility training",Data & Analytics,Working,Private School Abu Dhabi,Hands-on vocational work,74,Good,86
563,Olivia Johnson,971549140849,olivia.johnson.563@example.com,Reema Raj,971523000000,Assembly & packing,Intellectual,Mild intellectual disability,52,Pakistani,,Logistics & Warehouse,Working,Private School Abu Dhabi,Hospitality support roles with routines,89,Excellent,86
564,Yusuf Al Mazroui,971587234838,yusuf.al.mazroui.564@example.com,Priya Menon,971590000000,"Assembly & packing, IT support",Multiple,Multiple disabilities,34,Bangladeshi,Special education support,Agriculture/Gardening,Working,Technical College Abu Dhabi,Customized supported employment plan,69,Average,90
565,Reema Nair,971559582641,reema.nair.565@example.com,Anoop Balakrishnan,971556000000,"Web development, Handicrafts, Content writing",Speech,Speech impairment,43,Emirati,"Special education support, Barista & cafe skills",Technical Repair,Unemployed,Not currently enrolled or employed,IT & digital work,64,Average,103
566,Ethan Davis,971562394840,ethan.davis.566@example.com,Noah Clark,971523000000,Security,Intellectual,Mild intellectual disability,20,Other,Graphic design,Hospitality,Vocational training,Company C (IT services),Supported employment with job coach,69,Average,105
567,Liam Smith,971506809414,liam.smith.567@example.com,Ravi Thomas,971541000000,Customer support,Intellectual,Moderate intellectual disability,57,Indian,"Sign language (advanced), Data entry",Handicrafts & Art,Studying,Company A (Retail),Supported employment with job coach,89,Excellent,105
568,Noor Al Falasi,971520726629,noor.al.falasi.568@example.com,Ahmed Al Ali,971522000000,"Data entry, Security",Mental Health,Chronic mental health condition,54,Emirati,"Graphic design, Sign language (basic)",Administration,Studying,Online training - Coursera,Flexible hours roles (remote work),61,Average,111
569,Sophia Taylor,971582356178,sophia.taylor.569@example.com,Mia Smith,971522000000,Content writing,Physical,Limb loss / amputation,30,Jordanian,"Customer service, CNC basics",Customer Service,Working,Community College Sharjah,Accessible admin/IT roles,82,Good,85
570,Khalid Al Shamsi,971508444902,khalid.al.shamsi.570@example.com,Sophia Smith,971526000000,Social media management,Hearing,Hard of hearing,19,Emirati,,Education Support,Working,Higher Learning Dubai,"Visual roles (data entry, graphic design)",73,Good,108
571,Mia Hall,971522102179,mia.hall.571@example.com,Neha Singh,971583000000,"Tailoring, Admin assistance, Bookkeeping",Hearing,Deaf,47,Syrian,"Sign language (advanced), Life skills & mobility training, Project-based training (3 months)",Technical Repair,Studying,Company B (Hospitality),"Visual roles (data entry, graphic design)",60,Average,116
572,Priya Reddy,971505397079,priya.reddy.572@example.com,Rahul Reddy,971552000000,Data entry,Intellectual,Mild intellectual disability,49,Syrian,"Basic IT (MS Office), Warehouse operations",Logistics & Warehouse,Studying,Freelance / Self-employed,"Structured vocational roles (assembly, packaging)",62,Average,101
573,Zainab Al Blooshi,971582165058,zainab.al.blooshi.573@example.com,Emma Jones,971559000000,"Tailoring, Customer support",Visual,Low vision,36,Pakistani,"Sign language (advanced), Mobile phone repair",Agriculture/Gardening,Vocational training,Special Needs Centre Ras Al Khaimah,IT roles with screen-reader support,62,Average,100
574,Noah Johnson,971505093869,noah.johnson.574@example.com,Sanjay Mohan,971542000000,"Kitchen assistant, Admin assistance",Learning,Dyslexia / learning difficulty,20,Filipino,"Advanced IT (Web dev), CNC basics, Graphic design",Manufacturing,Freelance,Not currently enrolled or employed,Roles with assistive tech (auditory support),48,Below Average,82
575,Lucas Clark,971557382097,lucas.clark.575@example.com,Fatima Al Qubaisi,971508000000,"Content writing, Sales support",Visual,Low vision,55,Pakistani,Customer service,Manufacturing,Working,Online training - Coursera,"Tactile/vocational roles (tailoring, assembly)",88,Excellent,89
576,Liam Hall,971548062350,liam.hall.576@example.com,Farah Kumar,971586000000,Social media management,Physical,Mobility impairment (wheelchair user),17,Egyptian,Barista & cafe skills,Creative/Design,Working,Special Needs Centre Ras Al Khaimah,"Remote/desk roles (customer support, data entry)",50,Average,74
577,Lucas Clark,971566325942,lucas.clark.577@example.com,Rahul Nair,971589000000,Social media management,Autism,Autism Spectrum Disorder - Low support,22,Indian,,Sales & Marketing,Vocational training,Community College Sharjah,"IT & structured tasks (data, QA)",55,Average,84
578,Priya Thomas,971552562926,priya.thomas.578@example.com,Olivia Williams,971549000000,Sales support,Autism,Autism Spectrum Disorder - High support,41,Indian,"Warehouse operations, Life skills & mobility training",Manufacturing,Studying,Community College Sharjah,Creative/design with clear briefs,89,Excellent,112
579,Sanjay Patel,971520349189,sanjay.patel.579@example.com,Aisha Al Shamsi,971567000000,Kitchen assistant,Visual,Blind / no vision,33,Bangladeshi,Warehouse operations,Handicrafts & Art,Studying,Special Needs Centre Ras Al Khaimah,"Tactile/vocational roles (tailoring, assembly)",54,Average,127
580,Saeed Al Neyadi,971503259367,saeed.al.neyadi.580@example.com,Kamal Singh,971527000000,"IT support, Retail cashier, Graphic design",Multiple,Multiple disabilities,25,Egyptian,,Data & Analytics,Working,Company A (Retail),Customized supported employment plan,79,Good,96
581,Majid Al Hosani,971589878092,majid.al.hosani.581@example.com,Anjali Patel,971542000000,"Assembly & packing, Tailoring, Customer support",Visual,Low vision,24,Other,"Special education support, Soft skills & communication",Education Support,Unemployed,Not currently enrolled or employed,"Tactile/vocational roles (tailoring, assembly)",30,Needs Support,127
582,Sanjay Patel,971522275854,sanjay.patel.582@example.com,Priya Thomas,971567000000,Graphic design,Visual,Low vision,35,Other,"Barista & cafe skills, Basic IT (MS Office), Customer service",Technical Repair,Unemployed,Not currently enrolled or employed,"Audio-based roles (call center, voice transcription)",44,Below Average,80
583,Noor Al Blooshi,971583931321,noor.al.blooshi.583@example.com,Reema Varma,971503000000,"Accounting basics, IT support, Retail cashier",Visual,Blind / no vision,56,Filipino,"Bookkeeping, Soft skills & communication",Logistics & Warehouse,Vocational training,Private School Abu Dhabi,IT roles with screen-reader support,80,Good,129
584,Asha Cherian,971527367746,asha.cherian.584@example.com,Ahmed Al Muhairi,971548000000,Web development,Visual,Blind / no vision,27,Egyptian,Graphic design,Retail,Studying,Gulf Vocational Center,IT roles with screen-reader support,85,Excellent,106
585,Noor Al Qubaisi,971500601836,noor.al.qubaisi.585@example.com,Hamad Al Neyadi,971589000000,"Admin assistance, Accounting basics, Gardening",Intellectual,Mild intellectual disability,49,Egyptian,"Online freelancing (Upwork), CNC basics",Manufacturing,Working,Community College Sharjah,Hospitality support roles with routines,73,Good,110
586,Maya Nair,971552905291,maya.nair.586@example.com,Ibrahim Menon,971588000000,Sales support,Autism,Autism Spectrum Disorder - High support,27,Egyptian,Graphic design,Customer Service,Vocational training,Online training - Coursera,Creative/design with clear briefs,76,Good,103
587,Asha Raj,971569205222,asha.raj.587@example.com,Deepa Balakrishnan,971526000000,"Web development, Bookkeeping, Accounting basics",Learning,Dyslexia / learning difficulty,35,Emirati,"Retail operations, Sign language (advanced)",Data & Analytics,Vocational training,Company B (Hospitality),Roles with assistive tech (auditory support),66,Average,99
588,Noor Al Mansoori,971551777326,noor.al.mansoori.588@example.com,Ahmed Al Qubaisi,971544000000,"Admin assistance, Data entry, Accounting basics",Intellectual,Moderate intellectual disability,54,Bangladeshi,CNC basics,Hospitality,Studying,Community College Sharjah,"Structured vocational roles (assembly, packaging)",53,Average,96
589,Deepa Cherian,971528713752,deepa.cherian.589@example.com,Kamal Mohan,971522000000,Customer support,Mental Health,Chronic mental health condition,19,Pakistani,,Handicrafts & Art,Unemployed,Not currently enrolled or employed,Supportive workplace (part-time),39,Needs Support,98
590,Rahul Cherian,971568897535,rahul.cherian.590@example.com,Priya Nair,971529000000,"Graphic design, Gardening, Warehouse assistant",Hearing,Hard of hearing,31,Other,,Customer Service,Studying,Gulf Vocational Center,"Visual roles (data entry, graphic design)",50,Average,86
591,Amelia Brown,971502929501,amelia.brown.591@example.com,Omar Al Mansoori,971588000000,"Gardening, Sales support, Graphic design",Intellectual,Mild intellectual disability,46,Emirati,,Retail,Working,Freelance / Self-employed,"Structured vocational roles (assembly, packaging)",67,Average,116
592,Ravi Raj,971521767201,ravi.raj.592@example.com,Asha Menon,971501000000,Admin assistance,Physical,Mobility impairment (wheelchair user),23,Filipino,Barista & cafe skills,Sales & Marketing,Unemployed,Not currently enrolled or employed,Supervised workshop tasks,78,Good,81
593,Farah Raj,971529304936,farah.raj.593@example.com,Khalid Al Ali,971503000000,Transcription,Visual,Low vision,22,Emirati,"Soft skills & communication, Customer service, Barista & cafe skills",Creative/Design,Studying,Freelance / Self-employed,"Tactile/vocational roles (tailoring, assembly)",50,Average,111
594,Noah Allen,971546209355,noah.allen.594@example.com,Reema Singh,971520000000,Admin assistance,Intellectual,Moderate intellectual disability,17,Syrian,,Retail,Working,Private School Abu Dhabi,Supported employment with job coach,50,Average,97
595,Kamal Varma,971554230412,kamal.varma.595@example.com,Omar Al Mazroui,971552000000,"Tailoring, Customer support, Admin assistance",Intellectual,Moderate intellectual disability,33,Emirati,,Education Support,Working,Company C (IT services),"Structured vocational roles (assembly, packaging)",73,Good,88
596,Ali Al Muhairi,971524815542,ali.al.muhairi.596@example.com,Liam Williams,971584000000,"Admin assistance, Kitchen assistant, Assembly & packing",Hearing,Deaf,41,Other,"Project-based training (3 months), Graphic design",Manufacturing,Working,Freelance / Self-employed,On-site assembly/packing,66,Average,83
597,Yusuf Al Muhairi,971524712476,yusuf.al.muhairi.597@example.com,Mohammed Al Ali,971502000000,"Social media management, Graphic design",Autism,Autism Spectrum Disorder - High support,30,Emirati,"Vocational tailoring, Mobile phone repair, Soft skills & communication",IT & Digital,Working,Company B (Hospitality),"IT & structured tasks (data, QA)",55,Average,103
598,Sophia Clark,971502901507,sophia.clark.598@example.com,Majid Al Mazroui,971557000000,"Kitchen assistant, Content writing",Physical,Limb loss / amputation,19,Bangladeshi,"Online freelancing (Upwork), Bookkeeping",Administration,Unemployed,Not currently enrolled or employed,"Remote/desk roles (customer support, data entry)",41,Below Average,105
599,Khalid Al Mazroui,971509625885,khalid.al.mazroui.599@example.com,Yusuf Al Qubaisi,971547000000,Tailoring,Visual,Blind / no vision,58,Bangladeshi,"Vocational tailoring, CNC basics, Data entry",Creative/Design,Working,Private School Abu Dhabi,"Tactile/vocational roles (tailoring, assembly)",64,Average,106
600,Emma Taylor,971561832700,emma.taylor.600@example.com,Hessa Al Falasi,971556000000,"Sales support, Admin assistance, IT support",Speech,Speech impairment,23,Emirati,"Advanced IT (Web dev), Basic IT (MS Office)",Accounting/Finance,Vocational training,Company C (IT services),"Back-office roles (data entry, admin)",68,Average,116
